Sample	log_posterior	log_likelihood	tree_length	rate_loss	rate_log_sd	p	rate_neo	swap_cold	topo_hash	kPrime_54	kPrime_55	kPrime_56	kPrime_57	kPrime_58	kPrime_59	kPrime_60	kPrime_61	kPrime_62	kPrime_63	kPrime_64	kPrime_65	kPrime_66	kPrime_67	kPrime_68	kPrime_69	kPrime_70	kPrime_71	kPrime_72	kPrime_73	kPrime_74	kPrime_75	kPrime_76	kPrime_77	kPrime_78	kPrime_79	kPrime_80	kPrime_81	kPrime_82	kPrime_83	kPrime_84	kPrime_85	kPrime_86	kPrime_87	kPrime_88	kPrime_89	kPrime_90	kPrime_91	kPrime_92	kPrime_93	kPrime_94	kPrime_95	kPrime_96	kPrime_97	kPrime_98	kPrime_99	kPrime_100	kPrime_101	kPrime_102	kPrime_103	kPrime_104	kPrime_105	kPrime_106	kPrime_107	kPrime_108	kPrime_109	kPrime_110	kPrime_111	kPrime_112	kPrime_113	kPrime_114	kPrime_115	kPrime_116	kPrime_117	kPrime_118	kPrime_119	kPrime_120	kPrime_121	kPrime_122	kPrime_123	kPrime_124	kPrime_125	kPrime_126	kPrime_127	kPrime_128	kPrime_129	kPrime_130	kPrime_131	kPrime_132	kPrime_133	kPrime_134	kPrime_135	kPrime_136	kPrime_137	kPrime_138	kPrime_139	kPrime_140	kPrime_141	kPrime_142	kPrime_143	kPrime_144	kPrime_145	kPrime_146	kPrime_147	kPrime_148	kPrime_149	kPrime_150	kPrime_151	kPrime_152	kPrime_153	kPrime_154	kPrime_155	kPrime_156	kPrime_157	kPrime_158	kPrime_159	kPrime_160	kPrime_161	kPrime_162	kPrime_163	kPrime_164	kPrime_165	kPrime_166	kPrime_167	kPrime_168	kPrime_169	kPrime_170	kPrime_171	kPrime_172	kPrime_173	kPrime_174	kPrime_175	kPrime_176	kPrime_177	kPrime_178	kPrime_179	kPrime_180	kPrime_181	kPrime_182	kPrime_183	kPrime_184	kPrime_185	kPrime_186	kPrime_187	br_1	br_2	br_3	br_4	br_5	br_6	br_7	br_8	br_9	br_10	br_11	br_12	br_13	br_14	br_15	br_16	br_17	br_18	br_19	br_20	br_21	br_22	br_23	br_24	br_25	br_26	br_27	br_28	br_29	br_30
65200	-960.217244973115	-1024.31710187015	0.37515992740055	1.77259509876236	2.70878631243043	0.998639868376286	1.075763272608	0	1637050727933461	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0227739338427817	0.0104629488567492	0.0104629488567492	0.104850348084908	0.139677352716179	0.0267228904880965	0.0257660912387972	0.0313226293926953	0.0342181937760776	0.0122377334611781	0.0185913625608244	0.0476596410336118	0.0345011442392287	0.0255515672186701	0.0236371172619697	0.000523736557287926	0.0402695404187876	0.014900900397886	0.0394985877865394	0.0315382630303964	0.0290460194826461	0.135961318642936	0.0316738125303239	0.0203693552522245	0.0309362836703077	0.00323003940522187	0.0275721598977212	0.00471587095619292	0.018588233230492	0.0027399757125198
65400	-985.262425246743	-1031.91953049124	0.452541180492955	2.19755783122941	1.8616197592219	0.973374524145816	1.27279249296937	0	6527607993697423	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	0.0227739338427817	0.0104629488567492	0.104850348084908	0.166400243204276	0.0257660912387972	0.0156613146963477	0.0156613146963477	0.0342181937760776	0.0122377334611781	0.0185913625608244	0.0476596410336118	0.0345011442392287	0.0255515672186701	0.0236371172619697	0.000523736557287926	0.0402695404187876	0.014900900397886	0.0104629488567492	0.135961318642936	0.0316738125303239	0.0203693552522245	0.0309362836703077	0.00323003940522187	0.0275721598977212	0.00471587095619292	0.0394985877865394	0.0315382630303964	0.0290460194826461	0.018588233230492	0.0027399757125198
65600	-961.421521063722	-1028.1702537845	1.30760183272304	1.5460065717038	0.600243395012485	0.999888850331916	0.97191032959992	33	584780870579088	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0271013093148967	0.184478883752537	0.0419653514976755	0.0080544112387399	0.0320350294185808	0.0191233094690827	0.0275205073027729	0.0153277950085565	0.0165644213579431	0.0307432753246582	0.0446327290430045	0.0483774049496673	0.00479741477996928	0.0445058238585902	0.0230343574638579	0.066163443693658	0.0192599345700193	0.129145515762668	0.0128671225447997	0.0133715467774286	0.0152345833346314	0.0186783543628168	0.0198546452280446	0.00433804458965362	0.0094070204300907	0.0274036321826702	0.0260746210486494	0.032959983485838	0.0295835622244803	0.00739596598401976
65800	-969.353478510562	-1028.43926163449	1.28805517377198	1.09728847370975	0.736734372908854	0.966446567198621	0.919416157143649	51	6527607993697423	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0173075475423885	0.0104629488567492	0.104850348084908	0.166400243204276	0.0257660912387972	0.0145051705948596	0.0156613146963477	0.0440786801049925	0.0122377334611781	0.0291067564130249	0.0476596410336118	0.0345011442392287	0.0255515672186701	0.0263003056047206	0.000523736557287926	0.0402695404187876	0.014900900397886	0.0114090112390891	0.135961318642936	0.0316738125303239	0.0204346304032649	0.0213494712493955	0.00323003940522187	0.0267177155539097	0.0054530133584756	0.0317748264936151	0.0337295257792429	0.0268547567337996	0.018588233230492	0.0027399757125198
66000	-961.670531623392	-1028.24713729313	1.74652672795801	1.43784009184472	0.478359459447716	0.997791334848675	0.818889408309225	47	2596392714084955	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0309475037401237	0.192533294991277	0.0160175147092904	0.0381191570724484	0.0160175147092904	0.0191233094690827	0.0275205073027729	0.0140358590039495	0.00828221067897155	0.00469166939353455	0.0307432753246582	0.0446327290430045	0.0483774049496673	0.0493032386385595	0.0230343574638579	0.066163443693658	0.129145515762668	0.0128671225447997	0.0133715467774286	0.0274649273905983	0.0186783543628168	0.0198546452280446	0.00433804458965362	0.00969199704540756	0.00538219884085873	0.0274036321826702	0.0260746210486495	0.032959983485838	0.0358284545724012	0.00739596598401976
66200	-975.635834143286	-1033.34820332886	0.956353076502119	2.04918261696195	1.78864551389723	0.972091116192792	1.25690227866393	48	2596392714084955	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0309475037401237	0.192533294991277	0.0160175147092904	0.0381191570724484	0.0160175147092904	0.0191233094690827	0.0275205073027729	0.0140358590039495	0.00828221067897155	0.00469166939353455	0.0307432753246582	0.0446327290430045	0.0483774049496673	0.0493032386385595	0.0230343574638579	0.066163443693658	0.129145515762668	0.0128671225447997	0.0133715467774286	0.0274649273905983	0.0186783543628168	0.0198546452280446	0.00433804458965362	0.00969199704540756	0.00538219884085873	0.0274036321826702	0.0304896490640554	0.032959983485838	0.0314134265569952	0.00739596598401976
66400	-975.00247790763	-1027.43488448031	1.47452514259124	1.62078248542074	0.217135151275875	0.969311496507615	0.922436149121334	28	2596392714084955	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	0.0309475037401237	0.192533294991277	0.0185584445213879	0.0203749986466825	0.0176557337195115	0.0191233094690827	0.0275205073027729	0.0105018123006045	0.0194845032939942	0.00469166939353455	0.0342549926181961	0.0339741985020048	0.0535134486002697	0.0493032386385595	0.0376938240035033	0.066163443693658	0.129145515762668	0.0128671225447997	0.0133715467774286	0.0274649273905983	0.0186783543628168	0.0182387556276305	0.00433804458965362	0.00969199704540756	0.00538219884085873	0.0274036321826702	0.0304896490640554	0.0278239398352355	0.0314134265569952	0.00739596598401976
66600	-992.615566487659	-1031.31552927663	1.34379902602275	1.58763509459096	0.348253199070988	0.962255289869704	1.1476845710457	31	3926997767112998	2	2	3	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0126565759762638	0.014766212077904	0.0195332496685086	0.00628471670293796	0.136869164961936	0.00504929687334783	0.00215030719606729	0.0128487858091206	0.0320775290154517	0.0213494712493955	0.0204346304032649	0.00628471670293796	0.0461265426520153	0.0268547567337996	0.0346721968373797	0.101094576565815	0.0266108355576182	0.0104073825750453	0.00894810252004713	0.0397003849249228	0.0413723201749869	0.0366826943194791	0.0365730896387958	0.17474059473125	0.0331397266162085	0.00258689455406048	0.0103135002783652	0.0239391681530693	0.0301664852912073	0.0257660912387972
66800	-961.891104434902	-1025.21204284672	0.983198708686648	2.13483211273958	1.10262621800276	0.98237586403851	1.27030068240481	33	2596392714084955	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0567856606327737	0.192533294991277	0.018742340934462	0.0203749986466825	0.0176557337195115	0.0282287683141267	0.0275205073027729	0.0105018123006045	0.0119549744146654	0.00288631200452825	0.0416865232504458	0.0339741985020048	0.0535134486002697	0.0515653775358776	0.00859855525632073	0.066163443693658	0.129145515762668	0.0128671225447997	0.0133715467774286	0.0229954911445137	0.0186783543628168	0.0184766507124624	0.00121900744974949	0.00640706949949594	0.00528036866975345	0.0274036321826702	0.0304896490640554	0.0278239398352355	0.0314134265569952	0.0117422753373753
67000	-1013.80063231738	-1029.19349643899	1.70227030003153	2.11869339531932	0.576030240180903	0.816508420650127	0.886298429224003	30	2596392714084955	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	3	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	4	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0968865822319502	0.16814498995089	0.0136259484117612	0.0203749986466825	0.0146318785521399	0.0312722299193967	0.0228336058491112	0.0135229271766459	0.0101901146013403	0.00288631200452825	0.0416865232504458	0.0291930877432526	0.0535134486002697	0.058587110454363	0.0204419482673643	0.0269847909907545	0.146963946147124	0.0233512737525449	0.0133715467774286	0.0229954911445137	0.0129853180760342	0.0242477055631778	0.000699791221059837	0.00474371991287753	0.0108183983946957	0.0326905999575779	0.0151118612960774	0.032209573886301	0.0232920018823171	0.0117422753373753
67200	-974.473297311021	-1026.27927984694	1.22252590014893	1.76318589081203	0.358889799469539	0.966702572515179	1.31825380451426	30	2596392714084955	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0398477317908029	0.16814498995089	0.0179599566263393	0.0203749986466825	0.0146318785521399	0.0312722299193967	0.0228336058491112	0.0135229271766459	0.0101901146013403	0.00334156408092729	0.0416865232504458	0.0291930877432526	0.0535134486002697	0.058587110454363	0.0204419482673643	0.0857685732010923	0.146963946147124	0.0233512737525449	0.0133715467774286	0.0249521900978589	0.0129853180760342	0.0177751576308038	0.000699791221059837	0.00568240984669727	0.00359435841564306	0.0146067870416082	0.0242412243891541	0.045431030673288	0.0232920018823171	0.0117422753373753
67400	-983.546290361517	-1027.90394220322	1.55225973951219	1.70289836425775	0.822017106908699	0.943547188209453	0.760307847270614	13	2596392714084955	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0213060007385264	0.192523831050625	0.0179599566263393	0.0203749986466825	0.0146318785521399	0.0312722299193967	0.0228336058491112	0.0135229271766459	0.0345660568242329	0.00380709498381811	0.0208498510405969	0.0291930877432526	0.0535134486002697	0.058587110454363	0.00836317716781623	0.0640646313299407	0.143688228586107	0.0295131894415388	0.0133715467774286	0.0249521900978589	0.0162610356370517	0.0231442368816838	0.000699791221059837	0.00568240984669727	0.0136032217281715	0.0146067870416082	0.0242412243891541	0.0478319744281921	0.0232920018823171	0.0117422753373753
67600	-964.809051157947	-1026.91478057884	1.41621348608387	0.790699900311179	0.0523876685992831	0.992625062810876	0.911066259454491	20	2990707648340796	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0213060007385264	0.192523831050625	0.0179599566263393	0.0203749986466825	0.0146318785521399	0.0312722299193967	0.0228336058491112	0.0135229271766459	0.0263832752048859	0.0208498510405969	0.0291930877432526	0.0535134486002697	0.00818278161934701	0.0623942054381811	0.00836317716781623	0.0640646313299407	0.143688228586107	0.0295131894415388	0.0133715467774286	0.0249521900978589	0.0162610356370517	0.0231442368816838	0.000699791221059837	0.00568240984669727	0.0136032217281715	0.0146067870416082	0.0242412243891541	0.0478319744281921	0.0232920018823171	0.0117422753373753
67800	-976.567187039751	-1026.04949741514	0.62502874650968	2.26265387235645	1.59315344723663	0.957746129256792	1.65881540256316	34	2990707648340796	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0213060007385264	0.192523831050625	0.0179599566263393	0.0203749986466825	0.0146318785521399	0.0312722299193967	0.0228336058491112	0.0135229271766459	0.0263832752048859	0.0208498510405969	0.0291930877432526	0.0535134486002697	0.00300344185073089	0.0623942054381811	0.00836317716781623	0.0640646313299407	0.143688228586107	0.0295131894415388	0.0133715467774286	0.0249521900978589	0.0162610356370517	0.0231442368816838	0.000699791221059837	0.00568240984669727	0.0136032217281715	0.0146067870416082	0.0242412243891541	0.0478319744281921	0.0284713416509333	0.0117422753373753
68000	-982.157541577817	-1030.84990747933	1.29185801994715	1.41286063232164	0.833829907882159	0.958981561507316	0.466404467414292	40	2990707648340796	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0213060007385264	0.192523831050625	0.0179599566263393	0.0203749986466825	0.0146318785521399	0.0312722299193967	0.0228336058491112	0.0135229271766459	0.0263832752048859	0.0208498510405969	0.0291930877432526	0.0535134486002697	0.00300344185073089	0.0623942054381811	0.00836317716781623	0.0640646313299407	0.143688228586107	0.0295131894415388	0.0133715467774286	0.0249521900978589	0.0162610356370517	0.0231442368816838	0.000699791221059837	0.00568240984669727	0.0136032217281715	0.0146067870416082	0.0242412243891541	0.0478319744281921	0.0284713416509333	0.0117422753373753
68200	-970.283433226007	-1026.77448133258	1.22001155103499	1.4498653397869	0.706779017225316	0.980655097720057	0.732878919844077	47	7928117270842115	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0189692709578823	0.101094576565815	0.204157152768811	0.00361109348044061	0.0171326468968519	0.0348816845202524	0.0147595638621823	0.0141798816620131	0.0269583123033282	0.0060488081293663	0.0160409653575547	0.0365730896387958	0.0438097720139276	0.0060488081293663	0.0547878510512545	0.027352737088935	0.00160638134316681	0.143153881664874	0.00139594093849947	0.027993532080662	0.0135646463684214	0.0213494712493955	0.0128487858091206	0.00416562935738639	0.036406479649542	0.0246224097844708	0.0268547567337996	0.00478194019193716	0.0353166807334376	0.0195332496685086
68400	-979.316960227605	-1026.43933112828	1.38866655456181	3.34204395348041	0.655493008200362	0.954008443099975	0.964074386808371	45	2990707648340796	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0425223096088443	0.192523831050625	0.0214223171629545	0.0208884290837446	0.0226688394651957	0.0312722299193967	0.00854527575044816	0.0135229271766459	0.0265539931164375	0.0208498510405969	0.0513884334333453	0.031318102910177	0.00468017243850951	0.0623942054381811	0.00925801853512501	0.0495179631351384	0.135698713693739	0.0247526205014332	0.0184888722698125	0.0189158534358102	0.0199413093509629	0.00996941106353402	0.00268885619030821	0.00568240984669727	0.0116141567589231	0.0160874136229583	0.0242412243891541	0.0478319744281921	0.0430180098457356	0.0117422753373753
68600	-957.762677079002	-1023.40287718907	1.32078072559829	1.62158763923255	0.586084903268185	0.991496947950533	0.905855160938999	38	2990707648340796	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0425223096088443	0.192523831050625	0.0214223171629545	0.0208884290837446	0.0226688394651957	0.0312722299193967	0.00854527575044816	0.0135229271766459	0.0265539931164375	0.0208498510405969	0.0453165235506929	0.031318102910177	0.00468017243850951	0.0623942054381811	0.00925801853512501	0.0495179631351384	0.135698713693739	0.0247526205014332	0.0184888722698125	0.0189158534358102	0.0199413093509629	0.00996941106353402	0.0116810307508644	0.00624500247132296	0.0116141567589231	0.0160874136229583	0.0173110445128033	0.0512792970020134	0.0430180098457356	0.0117422753373753
68800	-963.100556625716	-1027.5619895609	1.42464941305423	1.1712254977466	0.349655199313125	0.979063232866179	0.930993297717364	28	6100073928096716	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.060480467028223	0.0214223171629545	0.0208884290837446	0.0226688394651957	0.0312722299193967	0.00854527575044816	0.0135229271766459	0.0481818038856334	0.00346810176909459	0.0208498510405969	0.0453165235506929	0.031318102910177	0.00468017243850951	0.0623942054381811	0.00925801853512501	0.164115636129324	0.173394270922963	0.0228459039300581	0.0110779138675512	0.0188046207460693	0.0225575911021957	0.00996941106353402	0.0116810307508644	0.0102341592530139	0.0116141567589231	0.0160874136229583	0.0173110445128033	0.0512792970020134	0.0430180098457356	0.0117422753373753
69000	-960.146552019553	-1024.07931611634	0.646055602025504	1.66445784887695	1.65434091256186	0.988606945131859	1.23144210962226	19	2024905792489697	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00239097009596858	0.0154073330415377	0.00948463547894114	0.101094576565815	0.164277287088369	0.0398798656804414	0.0171326468968519	0.0305694057837688	0.0348816845202524	0.0147595638621823	0.0141798816620131	0.00651633031891483	0.00651633031891483	0.0160409653575547	0.0365730896387958	0.0438097720139276	0.0193458776778868	0.0547878510512545	0.14853984219589	0.027993532080662	0.014940207572691	0.0140216035608339	0.00626877191832424	0.0213657020279208	0.00416562935738639	0.040815555510785	0.0246224097844708	0.0274195775209679	0.0377076508294062	0.00449145058726969
69200	-993.385297766559	-1035.94634278809	1.4216367781731	0.679434848537684	0.0847740672098552	0.970525240951247	1.31141354806499	16	2024905792489697	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00515020435080079	0.0225696750596008	0.0255008747955889	0.101094576565815	0.164277287088369	0.0398798656804414	0.0171326468968519	0.0305694057837688	0.0348816845202524	0.0147595638621823	0.0141798816620131	0.00651633031891483	0.00651633031891483	0.0100997340193573	0.0365730896387958	0.0438097720139276	0.0193458776778868	0.0547878510512545	0.14853984219589	0.027993532080662	0.0208814389108884	0.0140216035608339	0.00626877191832424	0.0213657020279208	0.00416562935738639	0.0239866348510926	0.0282366937136972	0.014696398661891	0.0377076508294062	0.00449145058726969
