Sample	log_posterior	log_likelihood	tree_length	rate_loss	rate_log_sd	p	rate_neo	phi	pi0	theta_1	swap_cold	topo_hash	kPrime_54	kPrime_55	kPrime_56	kPrime_57	kPrime_58	kPrime_59	kPrime_60	kPrime_61	kPrime_62	kPrime_63	kPrime_64	kPrime_65	kPrime_66	kPrime_67	kPrime_68	kPrime_69	kPrime_70	kPrime_71	kPrime_72	kPrime_73	kPrime_74	kPrime_75	kPrime_76	kPrime_77	kPrime_78	kPrime_79	kPrime_80	kPrime_81	kPrime_82	kPrime_83	kPrime_84	kPrime_85	kPrime_86	kPrime_87	kPrime_88	kPrime_89	kPrime_90	kPrime_91	kPrime_92	kPrime_93	kPrime_94	kPrime_95	kPrime_96	kPrime_97	kPrime_98	kPrime_99	kPrime_100	kPrime_101	kPrime_102	kPrime_103	kPrime_104	kPrime_105	kPrime_106	kPrime_107	kPrime_108	kPrime_109	kPrime_110	kPrime_111	kPrime_112	kPrime_113	kPrime_114	kPrime_115	kPrime_116	kPrime_117	kPrime_118	kPrime_119	kPrime_120	kPrime_121	kPrime_122	kPrime_123	kPrime_124	kPrime_125	kPrime_126	kPrime_127	kPrime_128	kPrime_129	kPrime_130	kPrime_131	kPrime_132	kPrime_133	kPrime_134	kPrime_135	kPrime_136	kPrime_137	kPrime_138	kPrime_139	kPrime_140	kPrime_141	kPrime_142	kPrime_143	kPrime_144	kPrime_145	kPrime_146	kPrime_147	kPrime_148	kPrime_149	kPrime_150	kPrime_151	kPrime_152	kPrime_153	kPrime_154	kPrime_155	kPrime_156	kPrime_157	kPrime_158	kPrime_159	kPrime_160	kPrime_161	kPrime_162	kPrime_163	kPrime_164	kPrime_165	kPrime_166	kPrime_167	kPrime_168	kPrime_169	kPrime_170	kPrime_171	kPrime_172	kPrime_173	kPrime_174	kPrime_175	kPrime_176	kPrime_177	kPrime_178	kPrime_179	kPrime_180	kPrime_181	kPrime_182	kPrime_183	kPrime_184	kPrime_185	kPrime_186	kPrime_187	br_1	br_2	br_3	br_4	br_5	br_6	br_7	br_8	br_9	br_10	br_11	br_12	br_13	br_14	br_15	br_16	br_17	br_18	br_19	br_20	br_21	br_22	br_23	br_24	br_25	br_26	br_27	br_28	br_29	br_30
63000	-1083.53873970544	-1022.58600972174	1.30113778433654	1.57211691903015	0.480602095236787	0.993539817366232	0.694458543512936	0.604409630966952	0.763896825426334	0.268001547834552	48	8151367801838689	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0521346260712741	0.00955531765314785	0.00725855305314725	0.033850267933861	0.0573007671799071	0.0207951343174742	0.0131488165241505	0.0514507239700574	0.0567431099704523	0.00135574278431088	0.0206805431055124	0.0598875985306029	0.0502863337402444	0.0414723636907565	0.0194119440579417	0.0736961465396169	0.0230113639263237	0.0144966459066793	0.140361799389399	0.0285744135258368	0.0133524113815305	0.0199714672521621	0.0125007952167449	0.0235270825093397	0.00803938923557396	0.00640146355821138	0.0221920620153968	0.0482012558717061	0.0468510541043888	0.0234908069842489
63200	-1102.21677538997	-1022.52388483071	0.706606219393463	2.26804750647081	1.14121991572991	0.985490231349449	1.3483976683714	0.681023476299246	0.717535831123193	0.511080270109463	29	3521318235350484	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00227158663207203	0.023090386565248	0.0179378250420142	0.080547525194613	0.136637390928709	0.0138586181309872	0.037028062924273	0.0425348590551072	0.0410700420593752	0.0203884026966453	0.0262670756105885	0.0207462281337266	0.0229047389915982	0.0304018486227221	0.0234972264117338	0.0155774729950254	0.0387752363220714	0.0144343912290728	0.125503408626735	0.0296329479528434	0.0201814718432539	0.0414771072528634	0.00918515014131864	0.0201833910821455	0.00547696567759582	0.0366806046329409	0.0373662680863836	0.0305582574980587	0.0159990265261088	0.0197864831341703
63400	-1076.90330596753	-1019.69529044851	1.46328237223527	1.52443894231489	0.17867202271935	0.998926810935783	0.917493581742448	0.604409630966952	0.786989813460987	0.297900325509277	19	6996819680390931	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0521346260712741	0.00955531765314785	0.0301379167386021	0.033850267933861	0.0511409811434366	0.0207951343174742	0.0131488165241505	0.0514507239700574	0.0567431099704523	0.00864606036690085	0.0206805431055124	0.0598875985306029	0.0575997969851695	0.0414723636907565	0.0194119440579417	0.0736961465396169	0.0149714537713136	0.00994183233170917	0.140361799389399	0.0212609502809117	0.0187874249944489	0.0245262808271322	0.0125007952167449	0.0162367649267497	0.00803938923557396	0.00640146355821138	0.0358429821530186	0.0482012558717061	0.0190854528598742	0.0234908069842489
63600	-1111.61436451494	-1020.99893541014	1.30660630074477	1.76230048583343	0.255916351855222	0.979127992688776	1.2005067658685	0.604409630966952	0.714050289647387	0.337873742493743	14	6996819680390931	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0521346260712741	0.00518337197176745	0.0301379167386021	0.0218885848168385	0.0513391515603447	0.0207951343174742	0.0131488165241505	0.0514507239700574	0.0567431099704523	0.00864606036690085	0.0206805431055124	0.0598875985306029	0.0575997969851695	0.053434046807779	0.0194119440579417	0.0736961465396169	0.0187214841432769	0.00994183233170917	0.140361799389399	0.0212609502809117	0.0231593706758293	0.020776250455169	0.0125007952167449	0.0162367649267497	0.00803938923557396	0.00620329314130331	0.0358429821530186	0.0482012558717061	0.0190854528598742	0.0234908069842489
63800	-1084.48038513046	-1014.6568760524	1.14469881633208	1.25314762971864	0.605506434877539	0.997438127363557	1.02527741640866	0.390087467332152	0.741305374257303	0.442376507577764	8	6996819680390931	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0521346260712741	0.00518337197176745	0.0301379167386021	0.0218885848168385	0.0513391515603447	0.0231626371790384	0.0131488165241505	0.0409317754382356	0.0670761872318628	0.0123398777639636	0.0235194368031184	0.0598875985306029	0.0575997969851695	0.0384859291644673	0.0280132218769959	0.0736961465396169	0.0187214841432769	0.00994183233170917	0.140361799389399	0.0212609502809117	0.0231593706758293	0.020776250455169	0.0125007952167449	0.0162367649267497	0.00567188637400974	0.00620329314130331	0.0358429821530186	0.0482012558717061	0.0190854528598742	0.0234908069842489
64000	-1100.3189707335	-1025.12404705768	1.37856824166486	1.57763417332934	0.379123412623239	0.987493106273773	1.42000320586251	1.08188029262322	0.710922330666713	0.519079375647226	0	6996819680390931	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0663943121483122	0.0113577472195732	0.0301379167386021	0.0227037554615678	0.0513391515603447	0.00890295110200032	0.0131488165241505	0.0612448011819929	0.0467631614881056	0.0061498976297482	0.0235194368031184	0.0672704112552266	0.0406533438888843	0.0384859291644673	0.0206304091523722	0.0736961465396169	0.0418579173737775	0.00994183233170917	0.140361799389399	0.0212609502809117	0.0231593706758293	0.020776250455169	0.00405065597300554	0.0100623896789439	0.00567188637400974	0.0146534323850426	0.0358429821530186	0.0482012558717061	0.0182702822151449	0.0234908069842489
64200	-1095.33889746069	-1024.92353961929	1.34527604875839	1.65316844729342	0.757699396993904	0.99137206668448	0.893837425913328	0.825698337667429	0.760497127863157	0.554095008162915	32	6996819680390931	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0663943121483122	0.0113577472195732	0.0301379167386021	0.0227037554615678	0.0513391515603447	0.00890295110200032	0.0131488165241505	0.0612448011819929	0.0467631614881056	0.0061498976297482	0.0235194368031184	0.0676789926155144	0.0406533438888843	0.0380773478041795	0.0206304091523722	0.0736961465396169	0.0212404599302708	0.00991254356290951	0.140361799389399	0.0212609502809117	0.0231593706758293	0.020776250455169	0.00405065597300554	0.0100623896789439	0.00567188637400974	0.0146534323850426	0.0358429821530186	0.0482012558717061	0.0389170284274512	0.0234908069842489
64400	-1089.87678297916	-1028.18950386018	1.00361325520163	1.16762639034564	1.21254151328897	0.979496275725154	0.777812468394823	0.825698337667429	0.760497127863157	0.496378210688972	24	6996819680390931	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0663943121483122	0.010771623785262	0.0301379167386021	0.0227037554615678	0.0513391515603447	0.0216350138595202	0.0162517183609676	0.0487770596769598	0.0467631614881056	0.0061498976297482	0.0232551155506316	0.0676789926155144	0.0406533438888843	0.0380773478041795	0.0175275073155552	0.0736961465396169	0.0212404599302708	0.00991254356290951	0.140361799389399	0.0266088013647753	0.00802595800708068	0.0359096631239176	0.00405065597300554	0.0100623896789439	0.00567188637400974	0.00930558130117897	0.0358429821530186	0.0482012558717061	0.0395031518617625	0.0234908069842489
64600	-1121.12740151666	-1026.01969217343	1.37932809292015	1.47962073253018	0.2486693575032	0.92704351987164	1.2480310433272	0.825698337667429	0.760497127863157	0.452817880193263	34	7298565145569039	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	0.0663943121483122	0.010771623785262	0.0301379167386021	0.0267081875459304	0.0513391515603447	0.0216350138595202	0.0193445980498762	0.0487770596769598	0.0467631614881056	0.00381587013554357	0.0232551155506316	0.0676789926155144	0.0406533438888843	0.0342614776686359	0.0236774049453034	0.0736961465396169	0.140361799389399	0.0266088013647753	0.00402152592271811	0.0359096631239176	0.00405065597300554	0.0100623896789439	0.00567188637400975	0.0212404599302708	0.00991254356290951	0.0358429821530186	0.00930558130117897	0.0482012558717061	0.0364102721728539	0.0234908069842489
64800	-1095.84487161413	-1026.38904728603	1.33890344591718	0.958654010911243	0.17221364045808	0.99037489829352	0.814119279881872	0.825698337667429	0.760497127863157	0.415162970647831	30	7298565145569039	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0663943121483122	0.010771623785262	0.0301379167386021	0.0267081875459304	0.0513391515603447	0.0216350138595202	0.0182127924827017	0.0487770596769598	0.0467631614881056	0.00494767570271805	0.0232551155506316	0.0676789926155144	0.0406533438888843	0.0342614776686359	0.0236774049453034	0.0736961465396169	0.140361799389399	0.0266088013647753	0.00402152592271811	0.0359096631239176	0.00405065597300554	0.0111197097646181	0.00567188637400975	0.0212404599302708	0.00991254356290951	0.0358429821530186	0.00930558130117897	0.0482012558717061	0.0353529520871798	0.0234908069842489
65000	-1081.09967575505	-1024.59735702316	1.4468795959925	1.040750860107	0.254980473067233	0.95878256477038	0.719167153284043	0.825698337667429	0.765115226469917	0.483881017890295	22	1869110873664099	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0663943121483122	0.010771623785262	0.0301379167386021	0.0224266120570561	0.0513391515603447	0.0216350138595202	0.0182127924827017	0.0487770596769598	0.0467631614881056	0.00494767570271805	0.0232551155506316	0.0676789926155144	0.0406533438888843	0.0342614776686359	0.0236774049453034	0.0736961465396169	0.140361799389399	0.0266088013647753	0.00402152592271811	0.0190274859061764	0.022143491005493	0.00990905194987177	0.00567188637400975	0.0273246432193527	0.00991254356290951	0.0340403743528111	0.00930558130117897	0.0482012558717061	0.0353529520871798	0.0234908069842489
65200	-1140.87162253909	-1025.22441278761	1.26887994626885	1.4978993033203	0.439565314854418	0.994317661704881	0.750903692937675	4.14431203688389	0.750438958856325	0.553162896910548	25	3797616819864594	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0258637152718358	0.0237627709197772	0.0792192782586816	0.136637390928709	0.0269854734046506	0.0173269488006726	0.0179389773404114	0.0473457383363441	0.0158343588796434	0.00766033533421286	0.0438772033896711	0.0140939235155887	0.0122470128278682	0.0281631995455426	0.0234972264117338	0.0432279327694032	0.0554512407543397	0.141819939961965	0.0205566550588167	0.0167853735711762	0.0154461707793446	0.0272373023081367	0.0190747009838276	0.00276210048442905	0.0177673210014563	0.0381763262971626	0.0351065917499961	0.00193187072259806	0.0222175203603055	0.0219854000317006
65400	-1103.48907907405	-1018.76486977636	1.35984430778778	1.13664878259767	0.307934293033786	0.966081386803212	0.858707790656068	4.14431203688389	0.750438958856325	0.587322724781544	26	3797616819864594	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0258637152718358	0.0237627709197772	0.0792192782586816	0.136637390928709	0.0321469496556711	0.0158923008553701	0.0179389773404114	0.0473457383363441	0.0158343588796434	0.00799221354923852	0.0438772033896711	0.0140939235155887	0.0122470128278682	0.0328151845517537	0.0300815585672715	0.0432279327694032	0.0568858886996421	0.141819939961965	0.0205566550588167	0.0167853735711762	0.0154461707793446	0.0121113597587227	0.0178062016670199	0.00276210048442905	0.0237882247418088	0.0381763262971626	0.0351065917499961	0.000737213471692731	0.0170560441092849	0.0219854000317006
65600	-1098.33055247783	-1015.24988755045	1.27277261097361	1.68493187962114	0.706152920097598	0.987283540708453	0.730054452145335	2.73536020823729	0.752107122087325	0.667571750381622	0	3228060783032114	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0254117016822848	0.0124397137566235	0.0886620514885503	0.136637390928709	0.00876550208168145	0.0233814475739897	0.0179389773404114	0.0632380391917143	0.0158343588796434	0.00799221354923852	0.0396739651513671	0.0152076553399777	0.0328151845517537	0.0581549973812839	0.0140939235155887	0.0568858886996421	0.0432279327694032	0.141819939961965	0.0205566550588167	0.0167853735711762	0.0154461707793446	0.0121113597587227	0.0178062016670199	0.00276210048442905	0.0243987226121902	0.0215488989789457	0.0236605802542006	0.000928434968745058	0.0326935548235259	0.00912106319905624
65800	-1086.39266238831	-1024.06638083436	0.388624990131592	1.41285244037323	2.02602907294319	0.992979060988341	0.953274916521441	1.4259456555094	0.752107122087325	0.833341832104873	2	3228060783032114	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0254117016822848	0.0124397137566235	0.0886620514885503	0.136637390928709	0.00876550208168145	0.0233814475739897	0.0201029826516723	0.0632380391917143	0.026580854145596	0.00799221354923852	0.0396739651513671	0.00881975564894395	0.0392030842427875	0.0581549973812839	0.0140939235155887	0.0553410919990315	0.0324814375034506	0.141819939961965	0.0205566550588167	0.0141003921561684	0.0154461707793446	0.0114921511480723	0.0178062016670199	0.00544708189943679	0.0243987226121902	0.0215488989789457	0.0236605802542006	0.000928434968745058	0.0326935548235259	0.00912106319905624
66000	-1109.33548039095	-1023.79081462109	1.18243012154785	1.94229896113541	0.767844155122656	0.980203441610607	0.858327094512026	1.91726313802003	0.745879094191733	0.677414137240406	16	3228060783032114	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0273240264512811	0.0124397137566235	0.0886620514885503	0.136637390928709	0.00876550208168145	0.0233814475739897	0.0201029826516723	0.0632380391917143	0.0246685293765997	0.00799221354923852	0.0396739651513671	0.00881975564894395	0.0392030842427875	0.0581549973812839	0.0140939235155887	0.0553410919990315	0.0324814375034506	0.141819939961965	0.00951205920248398	0.0141003921561684	0.0154461707793446	0.0114921511480723	0.0178062016670199	0.00544708189943679	0.0354433184685229	0.0215488989789457	0.0236605802542006	0.000928434968745058	0.0326935548235259	0.00912106319905624
66200	-1099.25831315246	-1026.13487091627	1.13727785080917	2.16614884930497	1.02307863953404	0.973118338923212	1.35997475174189	1.91726313802003	0.757041745185354	0.588747572822322	28	3228060783032114	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0273240264512811	0.00568683356016821	0.0886620514885503	0.136637390928709	0.0162555350822517	0.0195734270403277	0.0201029826516723	0.0632380391917143	0.0246685293765997	0.00799221354923852	0.0396739651513671	0.00881975564894395	0.0392030842427875	0.0713388811388466	0.0140939235155887	0.0233430754781981	0.0365765269786329	0.148572820158421	0.0173882251266404	0.0141003921561684	0.0345706457697607	0.0114921511480723	0.0173530106897778	0.00544708189943679	0.0294921215997791	0.0215488989789457	0.0104766964966379	0.00695713481322763	0.0326935548235259	0.00671702486473
66400	-1146.81620907692	-1027.13820047518	0.498875986591009	1.40125521549651	2.15943126128789	0.934260081623448	1.08963874807044	0.825698337667429	0.773580297075586	0.546312845361907	29	7711283740084717	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	0.0839765898726006	0.010771623785262	0.0301379167386021	0.0208958903749394	0.0513391515603447	0.0187505771927793	0.0278810449177828	0.0925101222148193	0.000385745818580757	0.0250718427646914	0.0166581613067531	0.0312325488937799	0.0279721123706833	0.0342614776686359	0.0215515893791185	0.0736961465396169	0.141927755718266	0.0217485250169778	0.0204295067601223	0.0242830734124917	0.016274916921241	0.0255240077346128	0.00406066082885014	0.0393913858267821	0.00297153041729468	0.0340403743528111	0.0217518784109527	0.0482012558717061	0.023338840525049	0.00896374680385173
66600	-1097.98948053322	-1027.84969562098	1.06861661996221	1.96827333132092	1.12408477079054	0.966716896951624	0.743151485806732	1.91726313802003	0.751301685001087	0.574981599747711	37	2066684707736702	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0271910369932638	0.00429043682158591	0.0886620514885503	0.136637390928709	0.0194228568398892	0.0195734270403277	0.0198476827734254	0.067550072901798	0.020356495666516	0.00799221354923852	0.0461490995822814	0.00881975564894395	0.0392030842427875	0.0594691546045992	0.0041264450560107	0.0412472536465639	0.0178891270437664	0.0168712575349543	0.0326935548235259	0.0208638939703633	0.154514953596836	0.0221687966103961	0.0106406998440036	0.0280955113388464	0.00398088074580432	0.0173530106897778	0.00287213894187391	0.0294921215997791	0.0215488989789457	0.0104766964966379
66800	-1116.12047200336	-1027.23199974881	1.11174326610174	2.2119211993819	1.05103504904541	0.979485062233514	0.802631512150229	1.91726313802003	0.72076297891526	0.548631202789092	32	2066684707736702	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	0.00953824631342855	0.00429043682158591	0.0886620514885503	0.136637390928709	0.0194228568398892	0.037226217720163	0.0234497085666089	0.067550072901798	0.020356495666516	0.00799221354923852	0.039166560895035	0.00881975564894395	0.0392030842427875	0.0594691546045992	0.0041264450560107	0.0412472536465639	0.0142871012505829	0.0168712575349543	0.0326935548235259	0.0208638939703633	0.154514953596836	0.0221687966103961	0.0106406998440036	0.0280955113388464	0.0023634675704326	0.0243355493770243	0.000780457046781583	0.0294921215997791	0.0215488989789457	0.014185791567102
