Sample	log_posterior	log_likelihood	tree_length	rate_loss	rate_log_sd	p	rate_neo	swap_cold	topo_hash	kPrime_50	kPrime_51	kPrime_52	kPrime_53	kPrime_54	kPrime_55	kPrime_56	kPrime_57	kPrime_58	kPrime_59	kPrime_60	kPrime_61	kPrime_62	kPrime_63	kPrime_64	kPrime_65	kPrime_66	kPrime_67	kPrime_68	kPrime_69	kPrime_70	kPrime_71	kPrime_72	kPrime_73	kPrime_74	kPrime_75	kPrime_76	kPrime_77	kPrime_78	kPrime_79	kPrime_80	kPrime_81	kPrime_82	kPrime_83	kPrime_84	kPrime_85	kPrime_86	kPrime_87	kPrime_88	kPrime_89	kPrime_90	kPrime_91	kPrime_92	kPrime_93	kPrime_94	kPrime_95	kPrime_96	kPrime_97	kPrime_98	kPrime_99	kPrime_100	kPrime_101	kPrime_102	kPrime_103	kPrime_104	kPrime_105	kPrime_106	kPrime_107	kPrime_108	kPrime_109	kPrime_110	kPrime_111	kPrime_112	kPrime_113	kPrime_114	kPrime_115	kPrime_116	kPrime_117	kPrime_118	kPrime_119	kPrime_120	kPrime_121	kPrime_122	kPrime_123	kPrime_124	kPrime_125	kPrime_126	kPrime_127	kPrime_128	kPrime_129	kPrime_130	kPrime_131	kPrime_132	kPrime_133	kPrime_134	kPrime_135	kPrime_136	kPrime_137	kPrime_138	kPrime_139	kPrime_140	kPrime_141	kPrime_142	kPrime_143	kPrime_144	kPrime_145	kPrime_146	kPrime_147	kPrime_148	kPrime_149	kPrime_150	kPrime_151	kPrime_152	kPrime_153	kPrime_154	kPrime_155	kPrime_156	kPrime_157	kPrime_158	kPrime_159	kPrime_160	kPrime_161	kPrime_162	kPrime_163	kPrime_164	kPrime_165	kPrime_166	kPrime_167	kPrime_168	kPrime_169	kPrime_170	kPrime_171	kPrime_172	kPrime_173	kPrime_174	kPrime_175	kPrime_176	kPrime_177	kPrime_178	kPrime_179	kPrime_180	kPrime_181	kPrime_182	kPrime_183	kPrime_184	kPrime_185	kPrime_186	kPrime_187	kPrime_188	kPrime_189	kPrime_190	kPrime_191	kPrime_192	kPrime_193	kPrime_194	kPrime_195	kPrime_196	kPrime_197	kPrime_198	kPrime_199	kPrime_200	kPrime_201	kPrime_202	kPrime_203	kPrime_204	kPrime_205	kPrime_206	br_1	br_2	br_3	br_4	br_5	br_6	br_7	br_8	br_9	br_10	br_11	br_12	br_13	br_14	br_15	br_16	br_17	br_18	br_19	br_20	br_21	br_22	br_23	br_24	br_25	br_26	br_27	br_28	br_29	br_30
62200	-1023.26662267792	-1084.84401619613	1.33090987687726	1.24578178381695	0.205866277040111	0.989025314416803	0.511412401742028	34	1173173842248237	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	0.00111472100932264	0.0126580736498131	0.0310150235032726	0.0123377507450024	0.00953905743937109	0.00953905743937109	0.0374854093232396	0.122588927660267	0.0125660192012676	0.00933560126977301	0.0137408501169813	0.0819793960193092	0.082935099341714	0.00920506675651202	0.00903218615710613	0.0107601002395398	0.0203287211332763	0.0109825290177109	0.0286927031505938	0.0653315472556133	0.025253875673679	0.0344665560902156	0.0446696426490429	0.0277013717690923	0.0344278184525637	0.0474355744847178	0.0394209847882087	0.0645560052156985	0.0654474821792392	0.0254528482684848
62400	-1048.99582812094	-1092.12230868461	0.770838073909201	3.1488831153882	1.19697687042538	0.957143519816772	0.728141142643589	11	1608666827614452	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.124172967725376	0.0162877033266867	0.0280201791744084	0.0162877033266867	0.0139351605103862	0.0147093781874672	0.0626002437036446	0.0505889002419627	8.66888667514335e-05	0.00154781401518499	0.006477938868007	0.0657246326027794	0.0765277892960935	0.022044450023553	0.0284237129246361	0.0182771993048809	0.00161059143739041	0.0424717174683999	0.0169396913940332	0.0483922277337668	0.0279646082467031	0.0185844938394309	0.0224133400440137	0.0305354712404873	0.0766819060485253	0.0283393781348288	0.0549402355618018	0.0192622057547525	0.0303980224981803	0.0357536484991808
62600	-1012.96220552738	-1081.05282240708	1.03782696477788	0.618800039494016	0.478733006887794	0.998648861179472	0.590776611091109	10	2090832713324799	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00445978809404849	0.0220103883669039	0.147607401353311	0.0285785032707434	0.0254528482684848	0.0656448395535645	0.00483614586215413	0.0819793960193092	0.0653315472556133	0.0277013717690923	0.0474355744847178	0.0344278184525637	0.025253875673679	0.0446696426490429	0.0344665560902156	0.082935099341714	0.0203287211332763	0.0286927031505938	0.0109825290177109	0.00975667448266626	0.0107601002395398	0.00903218615710613	0.00933560126977301	0.0394209847882087	0.0137408501169813	0.0137874331353349	0.0374854093232396	0.00953905743937109	0.0265552354092241	0.0177917178318153
62800	-1027.85983889292	-1084.64338070725	1.12741362178975	0.52570350377289	0.978605695184802	0.994314392630448	0.395502538329492	28	2090832713324799	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00676562587782787	0.00437766527640957	0.147607401353311	0.0285785032707434	0.017167303683054	0.0656448395535645	0.00483614586215413	0.0819793960193092	0.0653315472556133	0.0277013717690923	0.0479587855783765	0.0344278184525637	0.0247306645800202	0.0446696426490429	0.0427521006756464	0.0771466286327184	0.0203287211332763	0.0463254262410881	0.00622824356423096	0.00975667448266626	0.0107601002395398	0.0120755599480298	0.00966488283251141	0.0394209847882087	0.0137408501169813	0.0191811458868706	0.0374854093232396	0.00920977587663269	0.0263550672454609	0.0177917178318153
63000	-1018.25515942852	-1085.58867180466	1.11875513600166	0.938751796710709	0.804275920278669	0.998892247537756	0.650879942531668	51	8277557306352161	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0161458195834616	0.0235579433053831	0.0103405539716859	0.0246880011857808	0.0206879529103906	0.0244794554665716	0.0218345491102601	0.126871277333071	0.0106557433900596	0.00315174554479673	0.0153696960215483	0.0177859294924315	0.0571643789666463	0.175377097505853	0.00352842613811839	0.0467195894330966	0.0203564297599148	0.0118348870291052	0.0389621845354618	0.0220375285164692	0.0523584135602657	0.0252994479923439	0.0167965745451259	0.0213597371836961	0.0478860402444308	0.0489613727838899	0.0220585924348152	0.041121154510662	0.0150246754421222	0.017584802102543
63200	-1037.86323528311	-1083.36361902647	1.18411790019673	0.711520389702529	0.624934126295342	0.958221273922418	0.327786292843312	47	5404181621694536	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00676562587782787	0.0177917178318153	0.0263550672454609	0.00437766527640957	0.0178818424755063	0.00920977587663269	0.0374854093232396	0.152443547215465	0.005142435506316	0.0048324414162557	0.0137408501169813	0.0176292806739081	0.0819793960193092	0.0771466286327184	0.0199997046723277	0.0120755599480298	0.0120764322933336	0.0361654398365303	0.0177598888464406	0.0463254262410881	0.0653315472556133	0.0247306645800202	0.0427521006756464	0.0446696426490429	0.0277013717690923	0.0341178243625034	0.0321220668751226	0.0285785032707434	0.0656448395535645	0.017167303683054
63400	-1027.16797734852	-1076.69243825011	1.22972942911204	0.6000487719961	0.479850833513181	0.97096328778203	0.50802320338823	32	6779755318483737	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	0.0245573437096431	0.0013786626421943	0.0263550672454609	0.00434880716406799	0.0178818424755063	0.0281397433558049	0.0277911449795605	0.152443547215465	0.005142435506316	0.00971646081336534	0.0137408501169813	0.0176292806739081	0.0819793960193092	0.0771466286327184	0.0199997046723277	0.0120755599480298	0.0120764322933336	0.0361654398365303	0.0225369257060724	0.0414414068439784	0.0499690027306357	0.0247306645800202	0.0427521006756464	0.0446696426490429	0.0277013717690923	0.0341178243625034	0.0321220668751226	0.0285785032707434	0.0656448395535645	0.017167303683054
63600	-1046.6550104976	-1084.5764991925	0.823541189023581	1.00162199044922	1.02437254923024	0.937488821327049	0.396800205857252	13	2990707648340796	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0241687685815651	0.154482901933223	0.024718397712165	0.0108765568792389	0.0417770109924873	0.0247686984024568	0.0227682547460698	0.0147093781874672	0.0403270872826245	0.0321466765728859	0.00595151078491019	0.0450807005741886	0.0559711665344094	0.0326241136775941	0.00996875092926798	0.0409672631164388	0.0866379832788466	0.0237006011776825	0.00469028647747369	0.0391514572453125	0.0292545461851864	0.0337419319513907	0.0229425228860565	0.0176614467978377	0.0283659223644518	0.0213361440269013	0.0140983853122187	0.0166262550464775	0.0575453066057349	0.0229399737374362
63800	-1025.74093866236	-1082.51779311888	1.09404241293548	0.363442491983584	0.785385513509348	0.970621262899996	0.32639186763328	30	2071265772982133	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0241687685815651	0.172237434361652	0.024718397712165	0.0108765568792389	0.0417770109924873	0.0182309801329405	0.0227682547460698	0.0147093781874672	0.0403270872826245	0.0321466765728859	0.00595151078491019	0.0450807005741886	0.0559711665344094	0.0326241136775941	0.0165064691987842	0.050675858092579	0.0866379832788466	0.0139920062015424	0.00469028647747369	0.0391514572453125	0.0292545461851864	0.0337419319513907	0.0229425228860565	0.0176614467978377	0.0283659223644518	0.0213361440269013	0.0140983853122187	0.0166262550464775	0.0397907741773062	0.0229399737374362
64000	-1036.12557651645	-1081.47430572515	0.966245824269966	1.03469921357966	0.660652898301604	0.967596068845091	0.578046763922569	31	3986354869025667	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0245573437096431	0.0284354087840275	0.0301682369263902	0.00974099440016266	0.0581589552810416	0.152443547215465	0.0173991756669167	0.0137408501169813	0.0173991756669167	0.005142435506316	0.0203017529889287	0.0656448395535645	0.017167303683054	0.0819793960193092	0.0771466286327184	0.031186764011895	0.0120755599480298	0.0120764322933336	0.0342648649705846	0.0304628686406675	0.0302543475044111	0.0214979514600764	0.0115849281090789	0.0427521006756464	0.0395700952691563	0.0272550681069172	0.0341178243625034	0.0233570246487043	0.0281397433558049	0.00197838249175397
64200	-1017.24489290452	-1078.68161681978	0.959221292634565	1.21304249055094	0.690971792192334	0.993481038265077	0.550624478768683	24	1572112841397223	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0512223687134244	0.0866379832788466	0.0169644632501606	0.172237434361652	0.0108765568792389	0.0186914977618005	0.0417770109924873	0.0182309801329405	0.0281572156204054	0.0147093781874672	0.0279855832672047	0.0326241136775941	0.0165064691987842	0.0255515540330483	0.0128806161786479	0.0577049976139882	0.0168635540377209	0.0283659223644518	0.0213361440269013	0.0140983853122187	0.0166262550464775	0.0397907741773062	0.0297647664479175	0.0620121853666884	0.0139920062015424	0.00469028647747369	0.0169621171465219	0.0292545461851864	0.0505423111758457	0.0229425228860565
64400	-1030.04277631422	-1077.86395738848	1.1471043483353	0.792191893928119	0.398327852232661	0.991284792004645	0.522342097011394	10	5944953754833116	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0300671845240566	0.0866379832788466	0.0100281549085144	0.172237434361652	0.0186914977618005	0.0108765568792389	0.0417770109924873	0.0182309801329405	0.0281572156204054	0.0147093781874672	0.0170234761416903	0.0326241136775941	0.0165064691987842	0.0255515540330483	0.0128806161786479	0.0507117967491364	0.0373153485944749	0.017987112440344	0.0475563092804593	0.0155870723267842	0.0168361974057374	0.0345568115767964	0.0210548083337907	0.0620121853666884	0.0139920062015424	0.00888672914600215	0.0169621171465219	0.0292545461851864	0.0505423111758457	0.0407450221935151
64600	-1023.22365375599	-1080.48725091746	1.08397480432552	0.727763066012565	0.324597498459109	0.992750522510937	0.63242530522182	8	1297983728391685	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0620121853666884	0.00263345066015004	0.186270976523326	0.0232856331422891	0.026631684922712	0.0264806372346118	0.00653925255354453	0.0281572156204054	0.0147093781874672	0.0263549446043444	0.0326241136775941	0.0165064691987842	0.0255515540330483	0.0128806161786479	0.0507117967491364	0.0300671845240566	0.0866379832788466	0.00466053773888829	0.00888672914600215	0.0169621171465219	0.0292545461851864	0.0505423111758457	0.0407450221935151	0.0373153485944749	0.017987112440344	0.0475563092804593	0.0155870723267842	0.0168361974057374	0.0345568115767964	0.0210548083337907
64800	-1020.89169492692	-1079.8085706791	1.15284880132886	0.411378429632671	0.320339224527604	0.957695005748319	0.357809736233174	10	1297983728391685	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0495901104013	0.00263345066015004	0.186270976523326	0.0117969598224876	0.018778217307562	0.0264806372346118	0.00653925255354453	0.0281572156204054	0.0147093781874672	0.0240213785560239	0.0326241136775941	0.0333094004284235	0.0225127788833433	0.0134408563344955	0.0507117967491364	0.0300671845240566	0.0866379832788466	0.0172548076873384	0.0198705771018346	0.0169621171465219	0.0292545461851864	0.0505423111758457	0.0407450221935151	0.0373153485944749	0.0174467317236735	0.0505950844301644	0.0155870723267842	0.0168361974057374	0.028253684952358	0.0210548083337907
65000	-1028.6275886755	-1081.57283172347	1.17902514955258	0.900611108880932	0.161081128555738	0.974761135213188	0.82999742661921	29	8728474999979009	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0300671845240566	0.0316794822567061	0.186270976523326	0.0116465521987008	0.018778217307562	0.0294119609669454	0.00653925255354453	0.0214186561072743	0.0164655627831509	0.0128817167533706	0.0298774437741912	0.010509532602162	0.0507117967491364	0.0385471718877965	0.0220200857392217	0.0192921419434111	0.0866379832788466	0.013809341413113	0.0198705771018346	0.0169621171465219	0.0292545461851864	0.0505423111758457	0.0407450221935151	0.0425683558792103	0.014084741259851	0.0505950844301644	0.0293055041096461	0.0168361974057374	0.0316156754161805	0.0210548083337907
65200	-1011.54967083925	-1076.75842368375	0.904240279739593	2.29109183951664	0.730648059278857	0.990379657488332	0.584923399313455	12	8051825546412653	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0195099398077256	0.0316794822567061	0.186270976523326	0.0116465521987008	0.018778217307562	0.0294119609669454	0.00653925255354453	0.0298810825183634	0.020072967902507	0.0128817167533706	0.0298774437741912	0.010509532602162	0.0271570813096058	0.0347482184494151	0.0220200857392217	0.0289402172065402	0.0866379832788466	0.0142545700455635	0.0224805522784344	0.0205084508453459	0.0292545461851864	0.0505423111758457	0.0262342482329314	0.0575079543705916	0.014084741259851	0.0424323496009886	0.0406064984553082	0.0232894071820455	0.0311868508853829	0.0210548083337907
65400	-1014.75573330609	-1076.86113969926	1.05246892767778	0.633233615447266	0.327567674936056	0.987214573273018	0.513537541518283	2	8051825546412653	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0195099398077256	0.0316794822567061	0.186270976523326	0.0116465521987008	0.018778217307562	0.0294119609669454	0.00653925255354453	0.0298810825183634	0.020072967902507	0.0128817167533706	0.0298774437741912	0.010509532602162	0.0271570813096058	0.0347482184494151	0.0220200857392217	0.0289402172065402	0.0866379832788466	0.0142545700455635	0.0224805522784344	0.0205084508453459	0.0102901716292786	0.0505423111758457	0.0262342482329314	0.0575079543705916	0.0330491158157588	0.0424323496009886	0.0406064984553082	0.0232894071820455	0.0311868508853829	0.0210548083337907
65600	-1010.14293340115	-1077.34940217892	1.34619535194279	1.56233611160474	0.0454757426017625	0.996517719400188	0.289412298284487	4	8051825546412653	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0195099398077256	0.0316794822567061	0.186270976523326	0.0116465521987008	0.018778217307562	0.0294119609669454	0.00653925255354453	0.0298810825183634	0.020072967902507	0.01936805931755	0.0233911012100119	0.010509532602162	0.0271570813096058	0.0347482184494151	0.0220200857392217	0.0289402172065402	0.0866379832788466	0.0142545700455635	0.0224805522784344	0.0205084508453459	0.0102901716292786	0.0505423111758457	0.0262342482329314	0.0575079543705916	0.0330491158157588	0.0424323496009886	0.0406064984553082	0.0232894071820455	0.0311868508853829	0.0210548083337907
65800	-1014.33825863081	-1076.2684835324	1.24715670362332	0.403222621186408	0.0405682535802801	0.979207633573347	0.437321219948959	6	8051825546412653	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0195099398077256	0.0316794822567061	0.186270976523326	0.0116465521987008	0.018778217307562	0.0294119609669454	0.00653925255354453	0.0298810825183634	0.020072967902507	0.01936805931755	0.0233911012100119	0.010509532602162	0.0271570813096058	0.0347482184494151	0.0220200857392217	0.0289402172065402	0.0866379832788466	0.0142545700455635	0.0224805522784344	0.0205084508453459	0.0102901716292786	0.0505423111758457	0.0262342482329314	0.0575079543705916	0.0330491158157588	0.0424323496009886	0.0406064984553082	0.0232894071820455	0.0311868508853829	0.0210548083337907
