Sample	log_posterior	log_likelihood	tree_length	rate_loss	rate_log_sd	p	rate_neo	phi	pi0	theta_1	swap_cold	topo_hash	kPrime_50	kPrime_51	kPrime_52	kPrime_53	kPrime_54	kPrime_55	kPrime_56	kPrime_57	kPrime_58	kPrime_59	kPrime_60	kPrime_61	kPrime_62	kPrime_63	kPrime_64	kPrime_65	kPrime_66	kPrime_67	kPrime_68	kPrime_69	kPrime_70	kPrime_71	kPrime_72	kPrime_73	kPrime_74	kPrime_75	kPrime_76	kPrime_77	kPrime_78	kPrime_79	kPrime_80	kPrime_81	kPrime_82	kPrime_83	kPrime_84	kPrime_85	kPrime_86	kPrime_87	kPrime_88	kPrime_89	kPrime_90	kPrime_91	kPrime_92	kPrime_93	kPrime_94	kPrime_95	kPrime_96	kPrime_97	kPrime_98	kPrime_99	kPrime_100	kPrime_101	kPrime_102	kPrime_103	kPrime_104	kPrime_105	kPrime_106	kPrime_107	kPrime_108	kPrime_109	kPrime_110	kPrime_111	kPrime_112	kPrime_113	kPrime_114	kPrime_115	kPrime_116	kPrime_117	kPrime_118	kPrime_119	kPrime_120	kPrime_121	kPrime_122	kPrime_123	kPrime_124	kPrime_125	kPrime_126	kPrime_127	kPrime_128	kPrime_129	kPrime_130	kPrime_131	kPrime_132	kPrime_133	kPrime_134	kPrime_135	kPrime_136	kPrime_137	kPrime_138	kPrime_139	kPrime_140	kPrime_141	kPrime_142	kPrime_143	kPrime_144	kPrime_145	kPrime_146	kPrime_147	kPrime_148	kPrime_149	kPrime_150	kPrime_151	kPrime_152	kPrime_153	kPrime_154	kPrime_155	kPrime_156	kPrime_157	kPrime_158	kPrime_159	kPrime_160	kPrime_161	kPrime_162	kPrime_163	kPrime_164	kPrime_165	kPrime_166	kPrime_167	kPrime_168	kPrime_169	kPrime_170	kPrime_171	kPrime_172	kPrime_173	kPrime_174	kPrime_175	kPrime_176	kPrime_177	kPrime_178	kPrime_179	kPrime_180	kPrime_181	kPrime_182	kPrime_183	kPrime_184	kPrime_185	kPrime_186	kPrime_187	kPrime_188	kPrime_189	kPrime_190	kPrime_191	kPrime_192	kPrime_193	kPrime_194	kPrime_195	kPrime_196	kPrime_197	kPrime_198	kPrime_199	kPrime_200	kPrime_201	kPrime_202	kPrime_203	kPrime_204	kPrime_205	kPrime_206	br_1	br_2	br_3	br_4	br_5	br_6	br_7	br_8	br_9	br_10	br_11	br_12	br_13	br_14	br_15	br_16	br_17	br_18	br_19	br_20	br_21	br_22	br_23	br_24	br_25	br_26	br_27	br_28	br_29	br_30
61600	-1118.81552088459	-1052.04599601604	0.72939590315551	0.5103714137191	1.372142339288	0.981015804303905	0.492208448908149	6.29241902340511	0.770675697720278	0.823205229198824	24	830777784834042	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0117802545742845	0.021012813522386	0.040321349678006	0.0627512853220458	0.0350436392520078	0.022964814265633	0.0408279847140338	0.137005268719941	0.022777812428131	0.0318693645472504	0.0117017245244115	0.0208715313626869	0.0366022459103688	0.0194969129790061	0.0150311515233993	0.0254511845357928	0.108394139176638	0.0375850345481436	0.00663872412293307	0.0198791660267717	0.0280007116063591	0.0309413835343997	0.0249879961194581	0.0334029049954187	0.00693794637169003	0.0331481235687617	0.0288655177087054	0.0207581691658991	0.0432508617810293	0.0216999834144078
61800	-1153.77057727763	-1063.45052419207	0.688920809078559	2.11735846709184	1.17222829794753	0.979351177937612	0.533193091805472	3.31077154409312	0.734033758355277	0.804074984981522	31	3484829465790100	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0213578818770296	0.00424314174703609	0.00813454632250946	0.0246024660137356	0.103379050685419	0.026092673561146	0.0223957607934926	0.00285226150787041	0.0350175275665018	0.0213271349951817	0.0270989983960747	0.0129623511347542	0.0861238635657503	0.119291940538154	0.0165489109967474	0.0160169798049325	0.0382619982855881	0.0240645774337062	0.0350615537671735	0.0219708301146659	0.0674280021446388	0.0403114103570795	0.0228699988347208	0.0358073841949902	0.0122069260774085	0.0351067751374355	0.0290574953495796	0.0251407441743838	0.0397685196477102	0.0254982949745841
62000	-1150.38834728089	-1076.84232083053	0.921435811427461	0.993564010268513	0.8653227121141	0.997557279966453	0.558754946832816	3.31077154409312	0.754635558641027	0.749226835527019	39	6779755318483737	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00813454632250946	0.0213578818770296	0.0246024660137356	0.00521754208565813	0.0251407441743838	0.0501752849393647	0.0254982949745841	0.127901167255465	0.00466842396938784	0.0177273368241048	0.00285226150787041	0.0350175275665018	0.0861238635657503	0.119291940538154	0.0165489109967474	0.0278760749624125	0.0208153277942607	0.0426690393248879	0.0350615537671735	0.0225669867671434	0.0488235402534571	0.0101174417140386	0.0228699988347208	0.0358073841949902	0.0296535965687359	0.0351067751374355	0.0286794756149529	0.0213271349951817	0.0270989983960747	0.0212684790632873
62200	-1159.47079067106	-1063.89269300788	0.614052149215845	1.8317293298126	1.46364156631535	0.984722849481779	0.486575921051432	3.31077154409312	0.746464445435461	0.649528332908491	8	6779755318483737	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	0.00813454632250946	0.0213578818770296	0.0464005987883855	0.00157757971285365	0.0287807065471883	0.0505257956024066	0.0179549410551538	0.127901167255465	0.00466842396938784	0.0173768261610629	0.00472186182991108	0.0350175275665018	0.0861238635657503	0.124843897978249	0.0141358058757646	0.0278760749624125	0.0208153277942607	0.0426690393248879	0.0350615537671735	0.0225669867671434	0.0251372967755291	0.0174295481263253	0.0228699988347208	0.0358073841949902	0.0297753927260311	0.029682779428427	0.0310925807359358	0.0213271349951817	0.0270989983960747	0.0212684790632873
62400	-1148.02168329819	-1063.85456957938	1.26325030268732	0.317738835929975	0.150525980325498	0.986838621947407	0.432895529442344	3.31077154409312	0.772211207119212	0.744933793778183	12	3323899540075426	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00420444633271491	0.0225121117143711	0.00157757971285365	0.0707687392720354	0.151854715696209	0.00351419413204635	0.0163087973783984	0.0031584139747474	0.0350175275665018	0.0754919383121446	0.116742671886389	0.0383575344678114	0.0163410859150455	0.0208153277942607	0.046936668580863	0.0242752706486003	0.0226938860437471	0.0251372967755291	0.0174295481263253	0.0228699988347208	0.0114392437113404	0.0232581394445262	0.029682779428427	0.0310925807359358	0.0213271349951817	0.0270989983960747	0.0212684790632873	0.0287807065471883	0.0505257956024066	0.0195183889103175
62600	-1127.17795287499	-1040.48277128577	1.32493358068272	0.346279434663615	0.700768969753738	0.971314352959947	0.348124025324042	7.69655402706311	0.755765132289223	0.716081882002007	2	4966005311250159	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0136097503169385	0.0144181221112975	0.00157757971285365	0.0517339589459469	0.151854715696209	0.00351419413204635	0.0163087973783984	0.00823434606146932	0.0350175275665018	0.0754919383121446	0.102178935058504	0.0332816023810895	0.0163410859150455	0.0249370682002816	0.046936668580863	0.0242752706486003	0.0209321534313767	0.0441720771016175	0.0174295481263253	0.0228699988347208	0.0101279293301903	0.0232581394445262	0.0316965081231339	0.0310925807359358	0.0213271349951817	0.0270989983960747	0.0189084712696368	0.0287807065471883	0.0505257956024066	0.0320683970434955
62800	-1094.31198358762	-1040.50564654326	1.42509483661911	0.807566421253638	0.367580000621734	0.998590368705664	0.571533348851427	11.3237831743937	0.755765132289223	0.738519716875708	0	7261280500986280	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0329377071619876	0.0263323863628472	0.00157757971285365	0.0517339589459469	0.151854715696209	0.000909631595033593	0.0137898328511596	0.0115640237994652	0.0332623770264077	0.0754919383121446	0.097547854602667	0.0237888013709554	0.00861186957777676	0.0249370682002816	0.046936668580863	0.0355324507219486	0.0209321534313767	0.0556271116427569	0.0060943556799496	0.0228699988347208	0.0191726545192713	0.0196096938835686	0.0316965081231339	0.0228858712252473	0.0249755805561394	0.0270989983960747	0.0133475550179638	0.0277414960664871	0.0390707610612672	0.0320683970434955
63000	-1150.02447291479	-1051.50281687467	1.11401231124878	1.2056838665536	0.187195350535439	0.974128956535995	0.540431745162099	6.05471313682967	0.782091749564792	0.66823767696225	0	1945864046803862	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0399006568051351	0.0263323863628472	0.0054447024673341	0.05942410446697	0.148560486034044	0.000909631595033593	0.0142022953558964	0.0248614992308605	0.0238212432508773	0.0753973823464604	0.097547854602667	0.0237888013709554	0.00548913821190353	0.0394689465867386	0.0391464588558294	0.0311365348630905	0.0209321534313767	0.0418068375375382	0.00905605263649934	0.0276537629606751	0.0189596193881717	0.0290483498948253	0.0316965081231339	0.0159229215820998	0.0296367315003467	0.0270989983960747	0.0219667660749646	0.011255879740624	0.0304515500042664	0.0290817463227604
63200	-1154.16917564631	-1046.84525213562	1.09247243256406	0.792643971996163	0.209414239522582	0.970259945895458	0.685939676460544	10.5963063651328	0.739779634572219	0.774211253686015	0	3986354869025667	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.011255879740624	0.0263323863628472	0.0453819659181726	0.0054447024673341	0.0681256300041188	0.148560486034044	0.0234158996433432	0.0248614992308605	0.0238212432508773	0.000909631595033592	0.0296367315003467	0.0183974728589259	0.0190307899655664	0.0753973823464604	0.097547854602667	0.0369928257004938	0.00117905027249035	0.0277226383588949	0.0391464588558294	0.0311365348630905	0.0320616808335378	0.0363255284245008	0.00905605263649934	0.0144497386311368	0.0281949705493332	0.0290483498948253	0.0316965081231339	0.0184556255224967	0.0304515500042664	0.0159629318082492
63400	-1142.6364968086	-1054.77437691822	0.726982247083711	2.05918095055415	1.03904592924833	0.979517762284075	0.901074481008858	5.87991478318775	0.739779634572219	0.821220259777435	2	3733206209496667	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0263323863628472	0.0054447024673341	0.0453819659181726	0.0654287377533423	0.148560486034044	0.0234158996433432	0.0329137836506385	0.0247091893193547	0.000909631595033592	0.0296367315003467	0.0207815898513841	0.0190307899655664	0.0753973823464604	0.097547854602667	0.0265665592448239	0.00387594252326686	0.0424125094332587	0.0102135384648534	0.0311365348630905	0.0329621635051936	0.0330409287603867	0.0224111558846342	0.0144497386311368	0.0281949705493332	0.0290483498948253	0.0421227745788039	0.0184556255224967	0.011255879740624	0.0223992655844884	0.0159629318082492
63600	-1167.61759668656	-1052.69471805321	1.37466981725301	0.447013104531179	0.674910567161559	0.945551837951285	0.234722455909667	5.87991478318775	0.748757871830669	0.75260671768787	0	4958229667112523	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	0.0054447024673341	0.0404094573488474	0.0535692099253025	0.0229158649844144	0.0118080343140046	0.027879766764217	0.0159629318082492	0.148560486034044	0.000909631595033592	0.0234158996433432	0.0378862922199637	0.0247091893193547	0.065803809009861	0.097547854602667	0.0265901010456397	0.00702341783003638	0.0289220387452862	0.00966138389147279	0.0427368899540157	0.0479776886269618	0.0449004565884265	0.0188171570278985	0.0180437374878724	0.0281949705493332	0.0290483498948253	0.0337784771314156	0.0184556255224967	0.0296367315003467	0.0207815898513841	0.0186082543159521
63800	-1201.79243383808	-1066.90311689085	0.280160155126643	1.46192610952667	4.2656709100715	0.9323644878752	0.62279881987633	2.90738112499031	0.727756540280635	0.731416374594117	2	8093760163133330	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	3	0.00514279823265501	0.0404094573488474	0.0535692099253025	0.0229158649844144	0.0118080343140046	0.027879766764217	0.0166988580739907	0.141151264425208	0.0069658562359632	0.0212933858508462	0.0378862922199637	0.0247091893193547	0.065803809009861	0.097547854602667	0.0265901010456397	0.0115634419617179	0.0339299603145299	0.00966138389147279	0.0427368899540157	0.0479776886269618	0.0405327237089315	0.0188171570278985	0.0180437374878724	0.0281949705493332	0.0290483498948253	0.029238452999734	0.0258648471313333	0.0353116168027882	0.0207815898513841	0.00792544744426683
64000	-1183.96962907979	-1076.53253929215	1.05710955365488	0.936171782281746	0.202771503804819	0.975482915663436	0.704319329256647	0.874422194419007	0.743387811412764	0.606672820660997	23	4057787620990410	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	0.0135615945824796	0.00868203962522566	0.0145353052406115	0.154196019145393	0.0289439706556333	0.0276566734071038	0.00574287456820877	0.0656761453494649	0.0383474064974897	0.0367130117826924	0.0225004471024051	0.0460507203027946	0.121204085400851	0.0121049229389965	0.0170555946559203	0.015152634272797	0.00189531382764604	0.0217799253408539	0.0187718797913561	0.0392378530690512	0.0129170989890566	0.0322382999545997	0.0302312370694468	0.0269406577471707	0.0427250925402365	0.0296868222436741	0.0144278359255374	0.041768537516698	0.0215855714231009	0.0376704290335056
64200	-1156.04783696182	-1060.14328057251	0.49825672732743	1.0710252761696	1.85789010483216	0.913209133843854	0.42869602487181	5.39175616074425	0.796692990680753	0.864122890050028	25	6612784944457767	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0243338486582693	0.0186976183639508	0.00208312441378595	0.0535692099253024	0.0121247470103089	0.027879766764217	0.0189029339369688	0.130928537527525	0.0252422831847221	0.0129328326781926	0.0378862922199637	0.0337975168647671	0.0430499170077584	0.0217407022563367	0.0121379869972791	0.0596530101942034	0.0854222264695657	0.0265901010456397	0.0160906679657937	0.0107765217497289	0.0229549571155032	0.0362492216158326	0.0479776886269618	0.0450703428712302	0.0255525253505916	0.0197492981020397	0.0265385407800412	0.032881677063403	0.0442801685137365	0.0249057347263807
64400	-1160.45039802609	-1059.2288340121	1.32239810879312	1.41840069702491	0.0931940421118186	0.94071188636956	0.596774606195614	5.39175616074425	0.746815731193286	0.886506116224677	12	6612784944457767	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0243338486582693	0.0147642211922898	0.00689024678014666	0.0468401595003593	0.0239881954439802	0.0236717225879398	0.0255150505180704	0.130928537527525	0.00314194390420296	0.0121460899185947	0.0423085967354914	0.0293752123492395	0.0287540531851313	0.0259487464326139	0.0121379869972791	0.0731463269072716	0.071513708527949	0.0265901010456397	0.012086092708992	0.0169175797280625	0.0175680867818146	0.0296638007153212	0.0552595797029278	0.0493958488459175	0.0330612137311931	0.0386012086770078	0.0254414881433887	0.032881677063403	0.0520476284770195	0.0150810472129586
64600	-1185.33731055609	-1063.0533507253	1.11103388400144	0.640330712961529	0.0564242248343706	0.934913117501288	0.550214011851607	2.77196777107638	0.734517526200836	0.768975410380757	24	4023727264169339	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0619872399471107	0.00589269612742866	0.0502534695682665	0.0160089849650238	0.0220023732015515	0.0302038156809166	0.0248698004970197	0.0286146513099808	0.0311493915915746	0.0233678702317858	0.020711832523986	0.0209043050669742	0.0338933888049514	0.0289044309042575	0.0317942961287966	0.0588609667944165	0.110328073882572	0.0202189319349606	0.0327436278437267	0.00192927296225882	0.0330038722065619	0.0293394307942838	0.029636916382115	0.0398840751725708	0.0252599498341732	0.0292991957813052	0.0399865239213259	0.0409155538585547	0.0625007631176804	0.0155342989638705
64800	-1151.20215660895	-1068.45131265225	0.973459480137481	0.340259268215599	0.443845361131457	0.948561821929303	0.539547827838163	3.42838766876896	0.764038556639911	0.942223167362255	35	6612784944457767	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	4	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	0.0122999690038869	0.0333406047856407	0.00124356276895877	0.0431275167125229	0.0195595654033876	0.029854447550294	0.0199051425582875	0.119993344807752	0.00898926780394399	0.0101990042518657	0.0139897033020421	0.0450479081626572	0.0404330908495803	0.0771458323968889	0.0264838198079122	0.0698634578533355	0.071513708527949	0.0307943595045975	0.0148714854380817	0.0154178159837153	0.0175680867818146	0.0184881709325507	0.0552595797029278	0.0396418747091806	0.0172119214494519	0.0402695091186432	0.0254414881433887	0.034314085711435	0.0326506287643491	0.0150810472129586
65000	-1125.34141661495	-1063.73067682319	0.971047005596559	0.621301661235393	0.294533483626353	0.996622748820359	0.655940789314728	3.42838766876896	0.748155313474135	0.942054356840702	45	1242292114888448	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00949921726148053	0.0333406047856407	0.00404431451136513	0.0366021876144718	0.0206540707032725	0.029854447550294	0.0152537832763148	0.124644704089725	0.00208445956822362	0.00910449895198071	0.0139897033020421	0.0490422101646578	0.032243179414795	0.0369492024382113	0.0260859671050851	0.0897540076145436	0.0688000829591519	0.0307943595045975	0.0175851110068788	0.0154178159837153	0.0243659324866202	0.0184881709325507	0.0552595797029278	0.0396418747091806	0.0274607005004464	0.0402695091186432	0.0254414881433887	0.034314085711435	0.0405035463416304	0.02851118454673
